Agency ID;Name;Created date;Agents;Categories;Credit flag;VAT Number;Agency charge;Agency charge usage;Phone;Phone 2;Phone 3;Phone 4;Phone 5;Phone 6;Phone 7;Cell;Cell 2;Cell 3;Cell 4;Fax;Fax 2;Fax 3;Email;Email 2;Email 3;Email 4;Email 5;Email 6;Facebook;Facebook 2;Skype;Twitter;Website;Website 2;Website 3;Instagram;Instagram 2;Instagram 3;Address;City;State;Zip;Country;Access;Address 2;City 2;State 2;Zip 2;Country 2;Access 2;Address 3;City 3;State 3;Zip 3;Country 3;Access 3 
1549;Subborn @ Lulu Fashion GmbH;2017-03-10 11:12:33;;Fashion;;;;;0041-61 271 7414;;;;;;;;;;;;;;laetitia@lulu-fashion.com;;;;;;;;;;http://www.subborn.com;;;;;;Oetlingerstr. 41a;Basel;Kanton Basel-Stadt;CH 4057;Switzerland;;;;;;;;;;;;;
1551;Jahns and Friends;2017-03-10 11:12:33;Old;Werbeag.;;;;;0211- 559620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heerdter Sandberg 32;Düsseldorf;;40549;;;;;;;;;;;;;;
1552;Schuster Thomsen Röhle;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;02131-2397-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Breite Straße 159;Neuss;;41460;;;;;;;;;;;;;;
1553;Red Cell;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;0211/130 90 - 0;;;;;;;;;;;;;;alexander.dahlmann@redcell.com;;;;;;;;;;;;;;;;Rathausufer 16-17;Düsseldorf;;40213;;;;;;;;;;;;;;
1554;Agenta Werbeagentur;2017-03-10 11:12:33;Paula Alonso;Werbeag.;;;;;0251-53050;;;;;;;;;;;;;;c.broll@agenta.de;;;;;;;;;;http://www.agenta.de/leistungen/;;;;;;Königsstr. 51-53;Münster;;48143;;;;;;;;;;;;;;
1555;Stöhr Markenkommunikation;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;02119330100;;;;;;;;;;;;;;steeger@stoehr-marken.com;;;;;;;;;;;;;;;;Burghofstr. 40;Düsseldorf;;40223;;;;;;;;;;;;;;
1556;Marth PR;2017-03-10 11:12:33;Old;Modelbooking;;;;;0211 - 4407290;;;;;;;;;;;;;;info@marth-pr.de;;;;;;;;;;;;;;;;Tußmannstr. 70 ;Düsseldorf;;40477;;;;;;;;;;;;;;
1557;Hotel Bismarck;2017-03-10 11:12:33;Old;Fotograf;;;;;0211360925.;;;;;;;;;;;0211161571.;;;;;;;;;;;;;;;;;;;Bismarckstraße 97,;Düsseldorf;;40210,00;;;;;;;;;;;;;;
1558;Bemuro Projects IBI Bautechnik;2015-07-11 00:00:00;Old;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C/Castilla 5, 2-1;IBIZA;;07800;;;;;;;;;;;;;;
1559;Mustang Bekleidungswerke GmbH & CK ;2017-03-10 11:12:33;Doreen Leifheit;Fashion;;;;;07940 - 125-186;;;;;;;;;;;;;;jana.drews@mustang.de;;;;;;;;;;;;;;;;Austrasse 10;Künzelsau;;74653;;;;;;;;;;;;;;
1560;Scorpio Verlag GmbH & Co. KG;2015-07-10 00:00:00;Most Wanted Models@;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Theresienstr. 16;München;;80333;;;;;;;;;;;;;;
1561;Gerhard Rösch GmbH;2017-03-10 11:12:33;Paula Alonso;Wäsche;;;;;07071-153 0 DW  114;;;;;;;an verkauf;;;;07071-153156;;;marc.baur@gerhard-roesch.de;;;;;;;;;;;;;;;;Schaffhausen Str. 101;Tübingen;;72072;;;;;;;;;;;;;;
1562;Feedbag Accessoires GmbH Ein Unternehmen der PICARD Lederwaren GmbH & Co. KG;2015-07-09 00:00:00;Most Wanted Models@;Fashion;;;;;06104-7040;;;;;;;;;;;+49 (0) 6104 / 704104;;;info@picard-lederwaren.de;;;;;;;;;;https://www.picard-lederwaren.de;;;;;;Friedensstr. 22;Obertshausen;;63179;;;;;;;;;;;;;;
1563;Ecco Shoes  GmbH;2015-07-09 00:00:00;Select Accounting;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Postfach 570 145;Hamburg;;22770;;;;;;;;;;;;;;
1564;iheart;2015-07-09 00:00:00;Old;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gerresheimer str. 86;Düsseldorf;;40233;;;;;;;;;;;;;;
1565;La Redoute;2015-07-09 00:00:00;Paula Alonso;;;;0;0;T. +33 (0)3 20 69 61 11;P. +33 (0)6 29 74 96 90;DORLENCOURT Daisy ;;;;;;;;;;;;;;;;;;;;;;https://www.laredoute.com/de/;;;;;;57 rue de Blanchemaille;Roubaix;Nord-Pas-de-Calais;59100 ;France;;;;;;;;;;;;;
1567;Börlind Gesellschaft für kosmetische Erzeugnisse mbH;2017-03-10 11:12:33;Paula Alonso;Kosmetik;;;;;07051-6000-0 (DW 831;;;;;;;;;;;07051-6000-60;;;t.mendes@boerlind.com;;;;;;;;;;;;;;;;Lindenstr. 15;Calw;;75365;;;;;;;;;;;;;;
1568;Reto Brunner Editorial Consulting;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;089-7675340;;;;;;;;;;;76753429;;;;;;;;;;;;;;;;;;;Wittelsbacherstr. 20;München;;80456;;;;;;;;;;;;;;
1569;Cecil GmbH  Marketingabteilung;2017-03-10 11:12:33;Doreen Leifheit;Fashion;;;;;05136-97150;;;;;;;;;;;;;;info@cecil.de;;;;;;;;;;;;;;;;Sattlerstr.10;Isernhagen-Kirchhorst;;30916;;;;;;;;;;;;;;
1570;58GRAD GmbH;2015-07-08 00:00:00;Paula Alonso;;;;;;+49-(0)89-555316;;;;;;;;;;;555319;;;schickor@58grad.com;info@58grad.com;;;;;;;;;http://www.58grad.com/;;;;;;Montgelastr. 8;München;;81679;;;;;;;;;;;;;;
1571;ST.EMILE;2015-07-08 00:00:00;Select Accounting;Fashion;;;;;0602266240;;;;;;;;;;;;;;walter@st-emile.de;;;;;;;;;;;;;;;;Wallstr.6;Kleinwallstadt;;63839;;;;;;;;;;;;;;
1572;19:13 Werbeagentur GmbH;2015-07-08 00:00:00;Doreen Leifheit;Werbeag.;;;0;0;+49 (0) 89 14304007-14;;;;;;;;;;;;;;sz@19h13.com;;;;;;;;;;;;;;;;Hohenzollernstr. 81;München;;80796;;;;;;;;;;;;;;
1573;Martin Friedrich (Fotograf);2015-07-08 00:00:00;Old;;;;0;0;;;;;;;;01729733298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1576;Tschangizian Photographers;2017-03-10 11:12:33;Most Wanted Models@;Repräsentant;;;;;0211 17544726;;;;;;;01732711171;;;;;;;cora@tschangizian.de;;;;;;;;;;;;;;;;Erkrather Strasse 206;Düsseldorf;;40233;;;;;;;;;;;;;;
1577;Benning,Gluth & Partner;2017-03-10 11:12:33;Old;Werbeag.;;;;;0208 850390;;;;;;;;;;;;;;info@bgp.de;;;;;;;;;;;;;;;;Max-Planck-Ring 56;Oberhausen;;46049;;;;;;;;;;;;;;
1578;Boros GmbH;2017-03-10 11:12:33;Old;Werbeag.;;;;;0202 248430;;;;;;;;;;;;;;info@boros.de;;;;;;;;;;;;;;;;Hofaue 63;Wuppertal;;42103;;;;;;;;;;;;;;
1583;LB&K-Partner für Marketing und Werbung;2017-03-10 11:12:33;Old;Werbeag.;;;;;0201 959970I;;;;;;;;;;;;;;info@lbk-werbeagentur.de;;;;;;;;;;;;;;;;Bützgenweg 2;Essen;;45239;;;;;;;;;;;;;;
1584;Markt&Werbung E. Janzen und Partner;2017-03-10 11:12:33;Old;Werbeag.;;;;;02161 930980;;;;;;;;;;;;;;info@marktundwerbung.de;;;;;;;;;;;;;;;;Heinz-Nixdorf-Str.12;Mönchengladbach;;41179;;;;;;;;;;;;;;
1585;Ralf Grosse Schute Werbeagentur;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;02597 98733;;;;;;;;;;;;;;mail@ralf-grosse-schute.de;;;;;;;;;;;;;;;;Münsterstr.35;Senden;;48308;;;;;;;;;;;;;;
1586;Net-up Werbeagentur;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;0203 929660;;;;;;;;;;;;;;info@netup.de;;;;;;;;;;;;;;;;Johanniterstr.125;Duisburg;;47053;;;;;;;;;;;;;;
1587;Sander Werbung GmbH;2017-03-10 11:12:33;Paula Alonso;Werbeag.;;;;;0203 99377-0;;;;;;;;;;;;;;kontakt@sanderwerbung.de;;;;;;;;;;;;;;;;Hans-Pfitzner-Str.31;Duisburg;;47057;;;;;;;;;;;;;;
1588;Von Mannstein Werbeagentur;2017-03-10 11:12:33;Old;Werbeag.;;;;;0212 7280;;;;;;;;;;;;;;mail@mannstein.de;;;;;;;;;;;;;;;;Hackhausen 15;Solingen;;42697;;;;;;;;;;;;;;
1590;Werbemarkler GmbH;2017-03-10 11:12:33;Old;;;;;;0043 7612 88563;;;;;;;;;;;;;;niederndorfer@werbemakler.at;;;;;;;;;;;;;;;;Toscanapark 6;Gmunden;;A-4810;;;;;;;;;;;;;;
1591;Vorauer -Friends WA;2017-03-10 11:12:33;Old;Werbeag.;;;;;0043 724265896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Traunufer-Arkade 1;Wels bei Thalheim;;A-4609;;;;;;;;;;;;;;
1592;Studio Krüsselmann;2017-03-10 11:12:33;Most Wanted Models@;Fotograf;;;;;+49(0)2162-8172100;;;;;;;+49(0)172-2103439;;;;+49(0)2162-8172101;;;studio@kruesselmann.com;;;;;;;;;;;;;;;;Gereonstrasse 75;Viersen;;41747;;;;;;;;;;;;;;
1594;Deguine Promotion Network;2017-03-10 11:12:33;;Show;;;;;0211-4747680;;;;;;;;;;;;;;info@deguine.de;;;;;;;;;;;;;;;;Lugallee 26;Düsseldorf;;40544;;;;;;;;;;;;;;
1595;VORAUER & FRIENDS;2017-03-10 11:12:33;Old;Werbeag.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Traunuferarkade  1;Wels-Talheim;;A-4609;;;;;;;;;;;;;;
1596;Wilkinson Sword GmbH;2017-03-10 11:12:33;Old;Kosmetik;;;;;02124050;;;;;;;;;;;0212405340;;;info@wilkinson.de;;;;;;;;;;;;;;;;Schützenstrasse 110;Solingen;;42669;;;;;;;;;;;;;;
1597;April 5 GmbH;2017-03-10 11:12:33;Old;Werbeag.;;;;;0211-93885710;;;;;;;;;;;;;;hello@april5.de;;;;;;;;;;;;;;;;Hammer Dorfstr. 35;Düsseldorf;;40221;;;;;;;;;;;;;;
1598;DDB Düsseldorf GmbH;2017-03-10 11:12:33;Old;Werbeag.;;;;;0211-60133001;;;;;;;;;;;;;;anette.grueter@de.ddb.com;;;;;;;;;;;;;;;;Berliner Allee 10;Düsseldorf;;40212;;;;;;;;;;;;;;
1599;Gute Gesellschaft mbH;2017-03-10 11:12:33;Old;Werbeag.;;;;;0211-69990880;;;;;;;;;;;;;;mail@gutegesellschaft.com;;;;;;;;;;;;;;;;Grafenbertger Allee 126;Düsseldorf;;40237;;;;;;;;;;;;;;
1601;Brüggemann & Freunde;2017-03-10 11:12:33;Old;Werbeag.;;;;;02861-928254;;;;;;;;;;;;;;claudia.hork@bfbo.de;;;;;;;;;;;;;;;;Nordring 14;Borken;;46325;;;;;;;;;;;;;;
1602;BJS WA GmbH;2017-03-10 11:12:33;Old;Werbeag.;;;;;0201-3199-0 dw-334;;;;;;;;;;;;;;wolf.jung@bjs-werbeagentur.de;;;;;;;;;;;;;;;;Auf der Union 12;Essen;;45141;;;;;;;;;;;;;;
1603;HEIGL Advertsing ;2017-03-10 11:12:33;Old;Werbeag.;;;;;0201-268877;;;;;;;;;;;;;;info@heigladvertising.de;;;;;;;;;;;;;;;;Moltkestr. 50;Essen;;45138;;;;;;;;;;;;;;
1604;Marx WA GmbH;2017-03-10 11:12:33;Old;Werbeag.;;;;;0201-851000;;;;;;;;;;;;;;ld@marx-agentur.de;;;;;;;;;;;;;;;;Schürmann str. 32;Essen;;45136;;;;;;;;;;;;;;
1605;Image Network;2017-03-10 11:12:33;Old;Werbeag.;;;;;0201-4555967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rüttenscheider Str. 234;Essen;;45131;;;;;;;;;;;;;;
1606;Studio Be Fotostudios GmbH & Co KG;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;02571-9620;;;;;;;;;;;;;;e.hennemann@studio-be.de;;;;;;;;;;;;;;;;Bövemannstr. 1;Greven;;48268;;;;;;;;;;;;;;
1607;Corporate WA GmbH & Co KG;2017-03-10 11:12:33;;Werbeag.;;;;;0251-974150;;;;;;;;;;;;;;info@corporate.de;;;;;;;;;;;;;;;;Kaiser-Wilhelm-Ring 4-6;Münster;;48145;;;;;;;;;;;;;;
1608;Kopfkunst;2017-03-10 11:12:33;Old;Werbeag.;;;;;0251-979170;;;;;;;;;;;;;;rohrdrommel@kopfkunst.net;;;;;;;;;;;;;;;;Mecklenbeckerstr. 451;Münster;;48163;;;;;;;;;;;;;;
1609;News 894;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;02131-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Moselstr. 16;Neuss;;41464;;;;;;;;;;;;;;
1610;net:x  Kommunikationsagentur;2017-03-10 11:12:33;Most Wanted Models@;Werbeag.;;;;;0208824890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zur Eisenhütte 2;Oberhausen;;46047;;;;;;;;;;;;;;
1611;dgw Werbeagentur;2017-03-10 11:12:33;;Werbeag.;;;;;02161-178819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hehner Str. 77;Mönchengladbach;;41069;;;;;;;;;;;;;;
1612;Mayska Audio Visuelle Medien;2017-03-10 11:12:34;Old;Werbeag.;;;;;02161-14752;;;;;;;info@mayska.de;;;;;;;;;;;;;;;;;www.sweet-life.de;;;;;;Postfach 102160;Mönchengladbach;;41021;;;;;;;;;;;;;;
1614;Med In Medical Innovation;2017-03-10 11:12:34;Old;Werbeag.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hackhausen 15;Solingen;;42697;;;;;;;;;;;;;;
1615;CUTTI COLLECTION;2017-03-10 11:12:34;Old;Fashion;;;;;0043-732-730009;;;;;;;;;;;;;;brautmode@cutti.at;;;;;;;;;;;;;;;;Hauptstr. 9;Linz;;A-4040;;;;;;;;;;;;;;
1616;Studio Bütz;2017-03-10 11:12:34;Most Wanted Models@;Fotograf;;;;;02161-482649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sophienstr.39;Mönchengladbach;;41065;;;;;;;;;;;;;;
1619;Isabel De Mestre GmbH;2017-03-10 11:12:34;Old;Brautmoden;;;;;02151-389999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Südwall 22;Krefeld;;47798;;;;;;;;;;;;;;
1620;Studio Wolfen;2017-03-10 11:12:34;Most Wanted Models@;Fotostudio;;;;;0211-7331038;;;;;;;;;;;;;;studiowolfen@t-online.de;;;;;;;;;;;;;;;;Oststr. 119;Düsseldorf;;40210;;;;;;;;;;;;;;
1621;Bildwerk Breitenfellner - Neumüller;2017-03-10 11:12:34;Old;Fotograf;;;;;0043 7229 - 786 61;;;;;;;;;;;;;;office@bildwerk.at;;;;;;;;;;;;;;;;Industriestr. 19a;Haid bei Ansfelden;;A 4053;;;;;;;;;;;;;;
1622;Visual Arts;2017-03-10 11:12:34;Old;;;;;;021313447300;;;;;;;0171-5754151;;;;;;;sommerm@visualart.de;;;;;;;;;;;;;;;;Im Taubental 5;Neuss;;41468;;;;;;;;;;;;;;
1623;Maximilian Port;2015-07-03 00:00:00;Caroline Reischenbeck;Fotograf;;;0;0;;;;;;;;0176-54 58 68 98;;;;;;;;;;;;;;;;;;;;;;;Adlzreiterstr. 19;München;;80337;;;;;;;;;;;;;;
1625;BRANDHOOD ;2015-07-03 00:00:00;Paula Alonso;;;;0;0;08923702655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oberanger 45, 80331 München;München;;80331;;;;;;;;;;;;;;
1626;Seeler Simatex GmbH;2017-03-10 11:12:34;Most Wanted Models@;Fotograf;;;;;02361-58960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Blitzkuhlenstr.  81;Recklinghausen;;45659;;;;;;;;;;;;;;
1628;Ursula Kyburz  Communications BR/SPRG ;2017-03-10 11:12:34;Old;Wäsche;;;;;0041-61-6831553;;;;;;;;;;;;;;agency@kyburz-communications-design.ch;;;;;;;;;;;;;;;;Grellingerstr. 86;Basel;;Ch-4052;;;;;;;;;;;;;;
1629;Zimmerli Textil AG;2017-03-10 11:12:34;Doreen Leifheit;Wäsche;;;;;0041-6279 14141;;;;;;;;;;;0041-627913872;;;y.unger@zimmerli.com;;;;;;;;;;;;;;;;Feldstr. 25;Aarburg;;CH - 4663;;;;;;;;;;;;;;
1630;M. Liska & Co. GmbH;2017-03-10 11:12:34;Paula Alonso;Fashion;;;;;0043-1533-2211;;;;;;;;;;;;;;office@liska.org;;;;;;;;;;www.liska.co.at;;;;;;Hoher Markt 8;Wien;;A-1010;;;;;;;;;;;;;;
1631;Dr. Babor GmbH & Co;2017-03-10 11:12:34;Paula Alonso;Kosmetik;;;;;0241-5296-0;;;;;;;;;;;0241 / 5296 - 175;;;;;;;;;;;;;;;;;;;Neuenhostr. 180;Aachen;;52078;;;;;;;;;;;;;;
1632;Dressler Bekleidungswerke // Brinkmann GmbH & Co. KG;2015-07-02 00:00:00;Most Wanted Models@;Fashion;;;;;06026/502-0;;;;;;;;;;;+49 6026/502-399;;;;;;;;;;;;;;;;;;;Stockstädter Str. 43;Großostheim;;63762;;;;;;;;;;;;;;
1633;M. LANGE  & Co. GmbH;2017-03-10 11:12:34;Old;Fashion;;;;;089 - 41 86 6 - 130 (DW);;;;;;;;;;;089 - 41 86 6 - 143;;;denise.ziegler@renalange.com;;;;;;;;;;;;;;;;Lindbergstrasse 3;München;;80939;;;;;;;;;;;;;;
1634;Dagmar Staudenmaier Photographers;2017-03-10 11:12:34;Old;Repräsentant;;;;;089 - 2608911;;;;;;;;;;;089 - 264325;;;welcome@staudenmaier.de;;;;;;;;;;;;;;;;Erich Kästner Str. 24 /Eingang Clemensstr.;München;;80796;;;;;;;;;;;;;;
1635;Daniela Wagner;2017-03-10 11:12:34;Old;Repräsentant;;;;;089 - 4890 22 - 14;;;;;;;;;;;089 - 4890 22 - 17;;;ellen@danielawagner.de;;;;;;;;;;;;;;;;Preysingstr. 22;München;;81667;;;;;;;;;;;;;;
1636;CLARINS;2017-03-10 11:12:34;Paula Alonso;Kosmetik;;;;;08151 – 26030;;;;;;;;;;;;;;presse@clarins.de;;;;;;;;;;;;;;;;PETERSBRUNNER STR.  13;STARNBERG;;82319;;;;;;;;;;;;;;
1638;Silhouette International;2017-03-10 11:12:34;Doreen Leifheit;Fashion;;;;;0043-732-38480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ellbogener Str. 24;Linz;;A-4020;;;;;;;;;;;;;;
1639;Yell Modevertriebs GmbH;2017-03-10 11:12:34;Old;Fashion;;;;;0211-43472223;;;;;;;;;;;;;;yell@yell.de;;;;;;;;;;;;;;;;Hombergerstr.20;Düsseldorf;;40474;;;;;;;;;;;;;;
1641;Red Cell Network;2017-03-10 11:12:34;Most Wanted Models@;Werbeag.;;;;;0211-130900  DW 201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rathausufer  16-17;Düsseldorf;;40213;;;;;;;;;;;;;;
1642;Contre Bande;2017-03-10 11:12:34;;Modelagentur;;;;;00331 01 40 20 42 20;;;;;;;;;;;00331 01 40 20 42 21;;;;;;;;;;;;;;;;;;;48, Rue Ste Anne;Paris;;75002;;;;;;;;;;;;;;
1643;Pentacom Ges.f.PR;2017-03-10 11:12:34;Most Wanted Models@;Fotograf;;;;;02151559313;;;;;;;;;;;02151559326;;;a.koch@pentacom.de;;;;;;;;;;;;;;;;Diessemer Bruch 150;Krefeld;;47805;;;;;;;;;;;;;;
1644;Bluebox Medienagentur GmbH;2017-03-10 11:12:34;Old;Werbeag.;;;;;0230-;;;;;;;;;;;;;;info@bluebox-gmbh.de;;;;;;;;;;;;;;;;Erinstrasse 16;Kastrop-Rauxel;;44575;;;;;;;;;;;;;;
1645;Centrum Studio für Fotografie;2017-03-10 11:12:34;;Fotograf;;;;;0231 - 9612101;;;;;;;0171 - 9323684;;;;0231 - 96989860;;;kontakt@emanuelbloedt-fotodesign.de;;;;;;;;;;;;;;;;Gutenbergstr. 34;Dortmund;;44139;;;;;;;;;;;;;;
1646;Jelen Fotografie;2017-03-10 11:12:34;Old;Fotograf;;;;;0211-7260381;;;;;;;;;;;;;;patrickjelen@aol.com;;;;;;;;;;;;;;;;Harkortstr. 7;Düsseldorf;;40210;;;;;;;;;;;;;;
1647;Delmod GmbH & Co. KG;2017-03-10 11:12:34;Paula Alonso;Fashion;;;;;07231 90 4060 (901010 standard);;;;;;;;;;;;;;annette.doennebrink@delmod.de;;;;;;;;;;;;;;;;Dennigstraße 5;Pforzheim;;75179;;;;;;;;;;;;;;
1648;Textil Karntner;2015-07-01 00:00:00;Paula Alonso;Fashion;;;;;0043-7435-52169;;;;;;;;;;;;;;info@karntner.com;;;;;;;;;;;;;;;;Hauptstr.37;St.Valentin;;A 4300;;;;;;;;;;;;;;
1649;Anna's dress affair GmbH & Co.KG;2015-07-01 00:00:00;Paula Alonso;Fashion;;;;; +49-(0)211 - 17 18 05 12;;;;;;;;;;;;;;info@annas-dress-affair.com;;;;;;;;;;http://www.annas-dress-affair.com/index.php?page=contact;;;;;;Kaiserswerther Str. 119;Düsseldorf;;40474;;;;;;;;;;;;;;
1650;Artwork & Communication;2015-07-01 00:00:00;Paula Alonso;Werbeag.;;;;;0721 / 59 79 222;;;;;;;;;;;;;;sven.lorenz@artwork.de;;;;;;;;;;;;;;;;Turmbergerstr. 4;Karlsruhe;;76227;;;;;;;;;;;;;;
1651;Avalon Naturtextil Joscha Berger e.K.;2015-07-01 00:00:00;;Katalog;;;0;0;02331 / 35 02 50;;;;;;;;;;;02331 / 35 025 49;;;info@avalon-naturtextil.de;;;;;;;;;;;;;;;;Raiffeisenstr. 44;Hagen;;58093;;;;;;;;;;;;;;
1652;Elaine Harris Productions;2015-07-01 00:00:00;Caroline Reischenbeck;;;;0;0;+33 (0)9 84 31 93 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26 Rue Paul Lefevre;Vanves, FRANCE;;92170;;;;;;;;;;;;;;
1653;Arcadia International GmbH;2015-06-30 00:00:00;Doreen Leifheit;;;;0;0;089 / 327 2983 - 12;;;;;;;0170 / 370 44 74;;;;;;;m.nebauer@arcadiainternational.de;;;;;;;;;;;;;;;;Walter-Gropius-Str. 21;München;;80807;;;;;;;;;;;;;;
1655;Public Fashion GmbH;2015-06-24 00:00:00;Caroline Reischenbeck;Fashion;;;0;0;09101-608200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Karlsbader Straße 12;Langenzenn;;90579;;;;;;;;;;;;;;
1657;Wolford AG;2015-06-23 00:00:00;Old;Fashion;;;0;0;0043-55746901660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wolfordstr. 1;Bregenz;;6901;;;;;;;;;;;;;;
1658;Sun Esee Model Management;2015-06-19 00:00:00;Old;Modelagentur;;;0;0;+852 2247 9247;;;;;;;;;;;;;;booking@suneg.com;;;;;;;;;;;;;;;;Unit 304, Honour Industrial Centre, 6 Sun Yip Street Chai Wan;Hong Kong;;;;;;;;;;;;;;;;
1659;Agentur Kaczmarek;2015-06-18 00:00:00;Caroline Reischenbeck;Castingagentur;;;20;20;069 9707 3060;;;;;;;;;;;;;;smile@agentur-kaczmarek.de;;;;;;;;;;www.agentur-kaczmarek.de;;;;;;Falkstrasse 72-74;Frankfurt;;60487;;;;;;;;;;;;;;
1660;Stink GmbH;2015-06-18 00:00:00;Caroline Reischenbeck;AD;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schönhauser Allee 161 A;Berlin;;10435;;;;;;;;;;;;;;
1661;BCN Talents Management;2015-06-17 00:00:00;Old;Modelagentur;;;0;0;(+34) 667 08 36 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Padilla 240/242;Barcelona;;08013;;;;;;;;;;;;;;
1662;Amazon Distribution GmbH;2015-06-16 00:00:00;Caroline Reischenbeck;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Amazonstrasse 1;Leipzig;;04347;;;;;;;;;;;;;;
1663;Wolfgang Schmidberger;2017-03-10 11:12:34;Old;Fotograf;;;;;0711 - 54 70 19;;;;;;;0172 - 9343967;;;;0711-551434;;;mail@wolfgangschmidberger.de;;;;;;;;;;;;;;;;Aixheimer Str. 12;Stuttgart;;70619;;;;;;;;;;;;;;
1664;PANAMA WERBEAGENTUR GmbH;2017-03-10 11:12:34;Most Wanted Models@;Werbeag.;;;;;0711 - 24 89 24-0;;;;;;;;;;;0711 - 24 89 24 - 89;;;b.aue@panama.de;;;;;;;;;;;;;;;;Eugensplatz 1;STUTTGART;;70184;;;;;;;;;;;;;;
1665;Fashiongate / Carlo Colucci Vertriebs GmbH;2017-03-10 11:12:34;Old;Fashion;;;;;0221 / 650 78 - 207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Im Zollhafen 24;Köln;;50678;;;;;;;;;;;;;;
1666;Digel Gustav Kleiderfabrik GmbH;2017-03-10 11:12:34;Doreen Leifheit;Fashion;;;;;07452-604-165;;;;;;;;;;;07452-604-169;;;s.naether@inkcooperated.com;;;;;;;;;;;;;;;;Calwer Str. 81;Nagold;;72202;;;;;;;;;;;;;;
1667;Lach Agentur für Marketing-Kommunikation;2017-03-10 11:12:34;;Werbeag.;;;;;02161 277950;;;;;;;;;;;;;;lach@agentur-lach.de;;;;;;;;;;;;;;;;Günhovenerstr. 81;Mönchengladbach;;41061;;;;;;;;;;;;;;
1668;Hugo Boss/ Modestore;2017-03-10 11:12:34;Paula Alonso;Fashion;;;;;+49 89 226422??;;;;;;;;;;;;;;pia_bruder@hugoboss.com;;;;;;;;;;;;;;;;Maximilianstr. 21;München;;80539;;;;;;;;;;;;;;
1669;Americana Germany GmbH;2017-03-10 11:12:34;Caroline Reischenbeck;Fashion;;;0;0;(0)89 15 00 18 ˆ 45;;;;;;;;;;;+49 (0)89 150018-50;;;loew@americana-germany.de;;;;;;;;;;;;;;;;Freisinger Landstr. 74;München;;80939;;;;;;;;;;;;;;
1670;Globus AG;2015-06-15 00:00:00;Doreen Leifheit;Fashion;;;;;0041-58-4552235;;;;;;;;;;;0041-58-4552110;;;;;;;;;;;;;;;;;;;Industriestr. 171;Spreitenbach;;CH-8957;;;;;;;;;;;;;;
1671;Atelier Julia Starp;2015-06-15 00:00:00;Old;Fashion;;;;;;;;;;;;+49 170 2173168;;;;;;;julia@starp.de;;;;;;;;;;;;;;;;Dohlenweg 32a;Hamburg;;22305;;;;;;;;;;;;;;
1672;Michalsky Holding GmbH;2015-06-15 00:00:00;Paula Alonso;Fashion;;;;; +49 (0)30 2062088 0 - TELEFON;;;;;;;+49 151 55119326;;;;;;;scottlepinski@michalsky.com;;;;;;;;;;;;;;;;"Köpenicker Str 48/49
Spreehalle";Berlin;;10179;;;;;;;;;;;;;;
1673;Saints GmbH;2015-06-15 00:00:00;;Werbeag.;;;;;089 1893399 -5;;;;;;;;;;;;;;kai.kier@saints.de;;;;;;;;;;;;;;;;Tumblinger Str. 32;München;;80337;;;;;;;;;;;;;;
